Price ($),Price ($) Predict,MSE,MAE
2354.8,2336.8069800000003,323.74876872039596,17.993019999999888
2358.06,2376.05208,323.71494272639956,17.992079999999987
4813.04,3288.36717,2324627.238540209,1524.67283
2792.77,2105.7970800000003,471931.792813326,686.9729199999997
2567.52,3000.75735,187694.6014350224,433.2373499999999
914.84,1368.31163,205636.5192148568,453.4716299999999
1602.39,1687.0201,7162.2538260099755,84.63009999999986
2922.91,2668.8576499999995,64542.596540522696,254.0523500000004
873.57,1118.3011999999999,59893.36025343992,244.73119999999983
1119.51,1340.75575,48949.681893062516,221.24575000000004
1407.17,1874.74008,218621.77971120636,467.57007999999996
938.96,744.66414,37750.881213139626,194.29586000000006
1565.19,1534.9948200000001,911.7488952323962,30.195179999999937
3422.47,3199.13439,49878.794694071934,223.33560999999963
2478.83,2712.0575499999995,54395.090079002315,233.2275499999996
3180.88,1835.6781499999997,1809568.0172434235,1345.2018500000004
1696.83,1575.36937,14752.684639996909,121.46063000000004
2687.06,2532.03216,24033.63117506552,155.02783999999974
922.21,1324.85689,162124.5180266721,402.64689
1489.43,2217.3899899999997,529925.7470407995,727.9599899999996
2490.41,2597.05794,11373.783106243662,106.64794000000029
4705.97,3339.69967,1866694.6146383097,1366.2703300000003
4036.38,3326.881,503388.83100100036,709.4990000000003
1261.77,966.20425,87359.11257306249,295.56575
620.44,821.5803,40457.42028408997,201.1402999999999
2500.94,3177.86424,458226.42669957737,676.9242399999998
2431.14,2280.18249,22788.16982540002,150.95750999999973
1217.24,1600.00675,146510.3849055625,382.76675
954.65,655.00098,89789.53518696038,299.64901999999995
1250.43,1078.12367,29689.47135806894,172.30633000000012
3401.59,2780.5222299999996,385725.1749327736,621.0677700000006
2041.37,2430.80513,151659.72047811715,389.4351300000003
777.38,388.66130999999996,151102.21995531613,388.71869000000004
1969.19,2432.12847,214312.02700594094,462.93847000000005
2607.44,2259.89082,120790.43251867239,347.54918
1776.13,2257.92623,232127.60724221283,481.7962299999999
2721.4,2299.9644799999996,177607.8975176708,421.43552000000045
1016.16,1195.77309,32260.86209934808,179.61308999999994
590.45,603.66848,174.7282135104,13.21848
2549.6,1759.19237,624744.2215622168,790.4076299999999
1609.14,2001.8270899999998,154203.15065266783,392.68708999999967
728.2,575.57835,23293.368048722514,152.62165000000005
545.58,636.88269,8336.181201236097,91.30268999999998
1092.08,1668.36756,332107.3518107536,576.28756
1641.64,1934.88277,85991.3221572728,293.24276999999984
3066.57,2077.73915,977786.449911723,988.8308500000003
1735.86,1759.8914399999999,577.5101084735988,24.031439999999975
2895.86,2133.5607,581100.2227804902,762.2993000000001
2072.73,1608.3287400000002,215668.53028958748,464.40125999999987
1178.4,1182.09366,13.643124195599327,3.693659999999909
4348.8,3312.64584,1073615.4432853058,1036.15416
734.88,571.87076,26572.012325377593,163.00923999999998
1369.42,1073.18276,87756.50236281769,296.23724000000016
2531.45,3111.69066,336679.22351723607,580.2406600000004
2018.16,2530.7988400000004,262798.5802765459,512.6388400000003
1633.4,2298.73116,442665.55246694526,665.3311599999997
1528.92,1270.0716400000001,67002.47347468958,258.84835999999996
3845.91,3219.90249,391885.40257639997,626.0075099999999
1864.34,1616.60468,61372.7887755024,247.73532
1828.29,2294.4100200000003,217267.87304480068,466.1200200000003
3838.22,3099.8580999999995,545178.2953716104,738.3619000000003
2475.0,2237.17198,56562.167097120364,237.82801999999992
2631.83,2898.7059,71222.74600081,266.8759
462.82,1102.76105,409524.54747510265,639.9410500000001
1381.3,1309.2845399999999,5186.2264790116105,72.01546000000008
2225.01,870.00815,1836030.0135034227,1355.00185
2970.68,3038.1095299999997,4546.741516020885,67.42952999999989
1697.07,2013.4841099999999,100117.88900709206,316.41410999999994
1321.09,1874.63621,306413.40660536406,553.54621
3739.27,2564.45728,1380184.9270737981,1174.81272
1134.98,606.3182899999999,279483.2036201242,528.6617100000001
2105.65,2108.44689,7.822593672100424,2.796890000000076
1434.82,1043.30358,153285.10712961634,391.5164199999999
2551.92,1669.7047499999999,778303.7473325628,882.2152500000002
1118.11,1904.7702299999999,618834.3174636528,786.66023
3729.28,2518.35273,1466344.8532296533,1210.9272700000001
1001.65,1900.43524,807814.9076418576,898.78524
2352.27,2760.84411,166932.80336229212,408.57411
2144.65,2293.8757699999996,22268.330432092767,149.22576999999956
1443.2,1253.7424,35894.18219775998,189.45759999999996
554.72,943.41374,151082.82351518754,388.69373999999993
1087.07,1479.17327,153744.97434469295,392.10327000000007
1619.29,2162.9634499999997,295580.82023490226,543.6734499999998
3998.58,2866.7326399999997,1281078.44633897,1131.8473600000002
1468.97,2300.59188,691594.9512947343,831.6218799999999
908.56,1169.27499,67972.30601070006,260.71498999999994
3667.64,2495.56222,1373766.3223697285,1172.07778
1314.19,1783.48489,220237.693780112,469.2948899999999
2194.29,1844.68536,122223.40430952961,349.60464
900.51,574.52057,106269.10847172487,325.98942999999997
1734.63,1537.21425,38972.97834806255,197.41575000000012
2617.78,2903.93385,81884.02586982232,286.1538499999997
2088.13,1598.5902600000002,239649.15703926753,489.53973999999994
1683.6,1201.17658,232732.35616449625,482.42341999999985
1131.03,910.18568,48772.21367626237,220.84431999999993
908.17,1189.34402,79058.82952296043,281.17402000000004
1879.12,2249.36325,137080.0641705625,370.24325
2246.54,2850.4033999999997,364651.0058595597,603.8633999999997
3322.3,2255.97549,1137047.960626741,1066.3245100000004
844.17,1500.97767,431396.31537082896,656.80767
4651.94,3021.59712,2658017.9063666933,1630.3428799999997
3543.53,3138.18876,164301.52084473777,405.3412400000002
1251.15,2153.59753,814411.5444031007,902.4475299999999
1671.77,1808.0184,18563.626502559986,136.24839999999995
1618.07,2402.44631,615246.1956892159,784.3763099999999
1629.89,1741.70148,12501.807059790366,111.81147999999985
1227.22,1256.2883399999998,844.9683903555888,29.068339999999807
3795.01,3099.05516,484353.1393194261,695.9548400000003
2389.37,2535.04068,21219.94701166245,145.67068000000017
2649.46,2931.4897300000002,79540.76860387302,282.0297300000002
2797.38,1292.9553,2263293.67797009,1504.4247
2435.32,2571.70764,18601.588344769578,136.38763999999992
3608.15,3816.60765,43454.59184352243,208.45764999999983
1197.24,1512.6346899999999,99473.81048019601,315.39468999999985
2328.57,2096.46336,53873.49233208958,232.10663999999997
1660.74,1574.74197,7395.661163880895,85.99802999999997
1565.08,2114.20909,301542.757484228,549.1290899999999
807.73,153.68898,427769.6558426404,654.04102
773.14,1106.10993,110868.97428420496,332.9699300000001
1527.84,1438.36834,8005.177943155587,89.47165999999993
1920.67,2287.5183700000002,134577.72657165703,366.84837000000016
1225.12,1321.47581,9284.442120756104,96.35581000000002
1667.97,2353.58808,470072.15162288636,685.61808
1160.96,1683.90771,273474.307394244,522.9477099999999
1143.1,1524.22004,145252.48488960162,381.12004
2754.97,2770.2817,234.44815689000615,15.3117000000002
2850.25,2304.93759,297365.6245000081,545.31241
1607.34,1439.05356,28320.32588787355,168.28643999999986
2253.39,2008.9157599999999,59767.654023577605,244.47424
1533.42,1665.35904,17407.910276121595,131.93903999999998
3420.88,2428.5857,984647.9778124901,992.2943
1284.16,1974.0956700000002,476011.228738349,689.9356700000001
1322.63,1907.85042,342482.93998497626,585.2204199999999
3930.86,2883.43444,1097100.303741314,1047.4255600000001
3315.02,3026.45251,83271.19628490004,288.5674899999999
1690.5,2359.79451,447955.14111614035,669.2945100000002
2512.87,2519.4105099999997,42.77827106009755,6.540509999999813
1221.31,2323.9166400000004,1215741.4025720905,1102.6066400000004
4815.87,3402.23733,1998357.3256913288,1413.63267
1628.12,1696.7263799999998,4706.835376704393,68.60637999999994
1450.25,2336.6314399999997,785672.057176473,886.3814399999997
2110.91,2276.74359,27500.77957228816,165.83359000000019
1235.27,2035.84424,640919.1137515774,800.5742399999999
673.28,129.84069000000002,295326.2836532761,543.43931
2382.6,2827.08936,197570.79115320963,444.48936000000003
2518.04,2523.9788599999997,35.27005809959702,5.93885999999975
2650.42,2535.66808,13168.003143686436,114.75192000000015
1333.96,1618.12504,80749.76995820152,284.16503999999986
974.69,1153.73484,32057.05473062561,179.04484000000002
1164.38,504.82257,435016.003468205,659.5574300000001
3359.13,3010.5536500000003,121505.47177932237,348.5763499999998
1630.22,2224.53648,353212.0783995906,594.3164800000002
793.3,1496.5602900000001,494575.03549088433,703.2602900000002
1577.52,1453.8046199999999,15305.495248544423,123.7153800000001
1674.86,2025.1733299999999,122719.42917568887,350.31332999999995
1271.09,2256.07936,970204.03931321,984.9893600000003
2158.02,3238.80987,1168106.743094617,1080.78987
3290.11,2103.17947,1408804.083046081,1186.93053
1635.83,2478.93209,710821.1341623679,843.1020899999999
1914.72,2286.46059,138191.0662535482,371.7405900000001
2636.91,2733.18436,9268.752393409666,96.27436000000034
1670.15,2450.1428899999996,608388.9084505513,779.9928899999995
1413.93,826.8799199999999,344627.79642800667,587.0500800000002
2126.52,3125.29842,997558.3322576965,998.7784200000001
1118.09,709.2305,167166.09074024993,408.8594999999999
2152.76,2260.57604,11624.298481281536,107.8160399999997
1851.67,2057.6701199999998,42436.04944001428,206.0001199999997
3159.73,3430.59615,73368.47121582241,270.86614999999983
2775.59,2086.22283,475227.09507380886,689.36717
1048.32,862.4891,34533.123394809976,185.83089999999993
3609.67,2904.56125,497178.3493265623,705.1087499999999
775.68,402.34074000000004,139382.20305734753,373.3392599999999
1725.51,2105.72541,144563.75800146812,380.21541
1124.19,2192.48392,1141251.8995089666,1068.29392
4818.17,2856.9363399999997,3846437.469116997,1961.2336600000003
1089.96,1939.32163,721415.1785162567,849.3616299999999
845.64,981.56886,18476.654980899595,135.92886
3337.78,2734.77639,363613.35367303237,603.0036100000002
1239.88,2046.8021899999999,651123.4207143957,806.9221899999998
1714.24,1958.99975,59907.33522006247,244.75974999999994
2618.18,2869.48632,63154.86647194247,251.30632000000014
2686.06,2741.2054599999997,3041.02175861157,55.14545999999973
2418.11,1722.09503,484436.83846410114,696.0149700000002
880.5,1204.08123,104704.81240831291,323.58123
825.89,1010.0176999999999,33903.00990728996,184.1276999999999
1709.79,1335.35226,140203.62113630766,374.4377400000001
650.45,2009.7048499999999,1847573.747248522,1359.2548499999998
2258.04,1715.3789199999999,294481.0477467665,542.6610800000001
1484.46,1559.82922,5680.519323408406,75.36922000000004
2513.62,2540.43345,718.9611009025054,26.813450000000103
2375.17,2200.75986,30418.896934819586,174.41013999999996
1846.75,1285.54012,314956.5294096145,561.2098800000001
1924.55,2354.92527,185222.8730275731,430.3752700000002
614.13,813.5591999999999,39772.00581263997,199.42919999999992
2803.58,2758.26597,2053.3613148409004,45.31403
422.95,594.48573,29424.5066666329,171.53573
2878.94,2290.42302,346352.23574832024,588.5169799999999
1253.3,1172.28351,6563.671651920096,81.01648999999998
3685.52,2155.28271,2341626.1637065443,1530.23729
1922.22,2054.42511,17478.191110112126,132.2051100000001
1323.24,1520.04987,38734.12492941692,196.80987000000005
2148.24,2480.34858,110296.10890961645,332.1085800000001
2299.66,2128.08554,29437.795324291536,171.57445999999982
1747.33,1723.2244799999999,581.0760944704034,24.10552000000007
1499.19,1585.1656699999999,7391.8158319488675,85.97566999999981
2602.62,2072.61507,280905.225824305,530.0049300000001
2314.57,1802.2884,262432.43769856024,512.2816000000003
1432.43,1338.10594,8897.028294883627,94.32406000000015
2196.34,2269.58325,5364.573670562499,73.24324999999999
2301.59,2312.42444,117.38509011359201,10.834439999999631
1535.91,1919.2525999999998,146951.5489747598,383.3425999999997
810.69,935.8230199999999,15658.272694320369,125.13301999999987
1086.03,1061.5974099999999,596.9514541081057,24.43259000000012
1152.34,1446.2139,86361.86910121003,293.87390000000005
4200.16,3713.69544,236647.7681359935,486.4645599999999
4058.03,3061.9578199999996,992159.7877699535,996.0721800000006
805.87,1164.33408,128496.49665024645,358.4640800000001
2553.67,1655.9214499999998,805952.4590271029,897.7485500000003
3735.42,3263.7159399999996,222504.72022048404,471.7040600000005
1447.37,974.76723,223353.37821167277,472.60276999999985
1816.09,1442.93669,139243.39276395604,373.1533099999999
1302.89,2301.92907,998079.063386465,999.03907
1400.75,2313.9448,833924.7427470403,913.1948000000002
1040.34,1012.3088,785.7481734399943,28.0311999999999
1885.95,2659.42006,598255.9337164034,773.4700599999999
3744.92,2969.74872,600890.5133368385,775.17128
2135.12,2866.9081800000004,535513.940387713,731.7881800000005
2093.83,2189.0311699999997,9063.262769368866,95.20116999999982
1165.8,383.36169,612209.7089556562,782.43831
3815.29,3416.9745399999997,158655.2056750118,398.31546000000026
1383.67,1973.84083,348301.6085828889,590.17083
1885.42,1735.0892400000002,22599.33740217755,150.33075999999983
1705.76,1778.8704899999998,5345.143748040071,73.1104899999998
1258.78,1633.56132,140461.03782094244,374.78132000000005
813.28,1647.90035,696591.1286341223,834.6203499999999
1938.13,2721.4234699999997,613548.6601446402,783.2934699999996
1527.4,1109.2939900000001,174812.63559812008,418.10600999999997
1520.6,552.51915,937180.5321367224,968.0808499999999
1562.71,465.5058,1203857.0564976402,1097.2042000000001
1578.8,1470.23773,11785.766467552878,108.5622699999999
2342.84,2066.58418,76317.27808387257,276.2558200000003
1262.44,1176.0949699999999,7455.4642057009305,86.34503000000018
717.03,546.43044,29104.209872193598,170.59956
2216.77,2233.02016,264.06770002560165,16.25016000000005
3129.11,2851.63672,76991.4211139585,277.47328000000016
2453.15,1757.24163,484288.459436057,695.9083700000001
773.99,1468.21532,481948.7949291024,694.22532
2187.69,1978.011,43965.28304100004,209.6790000000001
654.86,691.11221,1314.2227298840994,36.25220999999999
2942.09,1732.3355599999998,1463505.8050997145,1209.7544400000004
793.69,1115.65139,103659.13665073206,321.96138999999994
1349.84,2811.08663,2135241.7136863563,1461.2466299999999
1926.72,1912.79133,194.0078479689003,13.928670000000011
1761.9,2319.3160900000003,310712.6973908883,557.4160900000002
790.86,667.26392,15275.990991366407,123.59608000000003
2040.08,1893.64746,21442.488770851603,146.43254000000002
1161.14,315.32739000000004,715398.9712350122,845.8126100000001
1440.4,1480.40659,1600.5272434280969,40.00658999999996
870.14,726.18714,20722.425902179595,143.95286
3657.92,2524.96497,1283587.1000023012,1132.95503
795.04,1495.5025099999998,490647.7279154999,700.4625099999998
1161.77,995.3521599999999,27694.897470265623,166.41784000000007
4815.75,3745.06278,1146371.123071328,1070.6872199999998
1493.69,1305.9356599999999,35251.69218883567,187.75434000000018
1181.74,1590.46529,167056.36268558417,408.7252900000001
1890.2,1667.57847,49560.34561954095,222.62153000000012
2801.03,2230.0116399999997,326061.96745709016,571.0183600000005
979.98,1145.96095,27549.675762902465,165.9809499999999
3815.73,2482.74355,1776852.875883602,1332.9864499999999
518.46,1036.5158,268381.81191363983,518.0557999999999
638.58,615.68421,524.2171997241015,22.895790000000034
1340.73,1526.51114,34514.63197969962,185.78114000000005
4391.87,3729.5942999999997,438609.1028104902,662.2757000000001
1039.05,780.34499,66928.28219910005,258.7050099999999
2771.67,2073.40416,487575.18331090565,698.26584
1286.08,646.6928399999999,408815.9403728656,639.38716
4636.12,3338.71356,1683263.4705534729,1297.4064399999997
1179.43,1173.51683,34.96557944890043,5.9131700000000365
979.07,1726.233,558252.5485689999,747.1629999999999
1048.56,1822.10259,598368.1385439081,773.54259
2977.45,2853.22875,15430.9189515624,124.2212499999996
1526.38,1452.67517,5432.401965328919,73.70483000000013
1396.32,1251.52297,20966.179896820886,144.79702999999995
1575.64,2035.87644,211817.5807038735,460.2364399999999
1256.17,1551.7759199999998,87382.85993904625,295.60591999999974
1372.66,1920.2172300000002,299818.92012527306,547.5572300000001
1028.58,1605.30637,332613.305853377,576.7263700000001
2304.34,2897.47258,351806.2574574564,593.13258
1779.42,486.2739,1672226.8359452097,1293.1461
3011.94,2829.2049199999997,33392.10946260654,182.73508000000038
1067.62,1648.4024,337308.19614976004,580.7824
2102.34,1833.0283399999998,72528.77021195577,269.3116600000003
2490.82,2057.04272,188162.72864419862,433.77728000000025
3899.89,2362.44432,2363739.218950662,1537.4456799999998
4678.14,2234.77701,5970022.700901743,2443.3629900000005
725.5,259.68138000000005,216986.98673870435,465.81861999999995
2078.85,2496.97871,174831.61812626407,418.12870999999996
2479.33,2906.47979,182456.94309704404,427.14978999999994
2302.71,2513.48349,44425.46408678011,210.77349000000004
2400.0,1725.97816,454305.44079698576,674.0218400000001
4321.1,2566.40802,3078943.9446763224,1754.6919800000005
1410.28,510.12219,810284.082903996,900.1578099999999
1520.7,1016.1202599999999,254600.71401846773,504.57974000000013
3047.64,2531.42624,266476.6460133377,516.2137600000001
1591.59,2306.0670400000004,510477.4406871622,714.4770400000004
951.94,884.74536,4515.119644729607,67.19464000000005
1351.89,1525.88374,30273.82155918756,173.9937399999999
1555.93,1997.61745,195087.80348750242,441.6874499999999
2460.96,2139.74256,103180.64376015353,321.2174399999999
1276.87,1562.80554,81759.1330350917,285.9355400000002
1268.42,1543.5716499999999,75708.43049772238,275.1516499999998
2194.02,2083.64469,12182.709057596077,110.3753099999999
1686.65,1015.7477,450109.8961452901,670.9023000000001
1203.15,1554.60127,123517.99518461291,351.45127
2395.85,2870.5441,225334.48857481015,474.69410000000016
1066.92,1507.2634,193902.30992355998,440.3434
1964.8,2740.50639,601720.4034868322,775.70639
1793.84,2692.8098099999997,808146.7192914358,898.9698099999998
2597.12,1696.7263799999998,810708.6709367045,900.39362
1715.09,2350.50789,403755.894932052,635.4178899999999
2635.95,2468.43672,28060.69897635829,167.51327999999967
759.01,739.7949,369.22006801000026,19.215100000000007
3711.22,2545.73307,1358359.784000824,1165.4869299999996
1393.5,834.7576799999999,312192.98015898245,558.7423200000001
2202.59,1873.57843,108248.61319386498,329.0115700000001
2510.36,2597.6714899999997,7623.296286020029,87.3114899999996
1691.18,1005.1484599999999,470639.27387477184,686.0315400000002
1781.2,2469.31896,473507.7031114816,688.11896
896.36,1258.23908,130956.46854164643,361.87908000000004
1833.47,2384.43189,303559.00423237187,550.9618899999998
973.81,1415.7533700000001,195313.94228695706,441.9433700000002
3565.72,2938.38138,393553.7441435044,627.33862
1029.54,797.30163,53934.66050025686,232.23836999999992
1138.36,2241.34215,1216569.6232186225,1102.98215
3280.32,2136.64089,1308001.906650392,1143.67911
945.29,1610.60599,442645.3665496802,665.31599
1801.05,2049.09329,61525.473714024025,248.04328999999984
3657.29,2896.68349,578522.2630543802,760.6065100000001
1496.52,1423.1547,5382.46724408999,73.36529999999993
2490.61,1707.7882,612809.9705552403,782.8218000000002
3029.42,2332.1347600000004,486206.7059218572,697.2852399999997
1545.5,2688.56797,1306604.384039921,1143.06797
2445.48,1599.2176599999998,716159.948102276,846.2623400000002
1138.22,1214.3217599999998,5791.477875097567,76.10175999999979
1289.79,1328.99486,1537.0210476196041,39.20486000000005
4460.16,3331.75024,1273308.5864632577,1128.40976
3228.1,3697.3662,220210.76646244002,469.2662
1310.94,1505.3126599999998,37780.73095547551,194.37265999999977
2602.75,2080.92321,272303.1987617042,521.8267900000001
2619.87,2604.45927,237.4905991329018,15.410730000000058
2364.57,2043.4671600000001,103107.03385606561,321.10284
1255.77,1826.9396299999999,326234.74623433675,571.1696299999999
1247.88,1000.11753,61386.24154050096,247.76247000000012
1849.81,1526.51114,104522.15287729952,323.2988599999999
1711.16,1925.0864700000002,45764.53456666094,213.9264700000001
1272.58,2192.48392,846223.2220313668,919.9039200000002
2964.82,2369.2321,354724.94662641,595.5879
1433.41,2309.07556,766790.1729701138,875.6655600000001
906.92,1865.45346,918786.3939395716,958.53346
1730.52,2018.28168,82806.78447642244,287.76168000000007
1010.73,636.5239799999999,140030.14540424047,374.2060200000001
981.22,1506.90469,276344.39330039616,525.68469
440.57,623.63364,33512.296290049606,183.06364000000002
1439.5,863.90559,331308.9248232481,575.59441
1774.33,2033.19443,67010.79311922494,258.8644300000001
2058.68,2230.28033,29446.673256108974,171.6003300000002
1824.29,1154.53778,448568.0361949282,669.7522199999999
2332.66,3242.5174599999996,827840.597517651,909.8574599999997
1392.21,2074.3580699999998,465325.98940472456,682.1480699999997
1669.47,1776.95195,11552.369575802471,107.48194999999987
828.24,1142.14949,98539.1679120601,313.90949
1667.09,1392.9490099999998,75153.28239818016,274.1409900000001
1425.9,1446.7481500000001,434.6453584225014,20.848150000000032
1375.0,1322.10321,2798.070392304101,52.89679000000001
2939.42,2448.65473,240850.5502381728,490.7652699999999
1790.44,1364.93055,181058.29203930253,425.50945
1026.82,1087.13088,3637.4022463743995,60.31088
2335.34,1422.79599,832736.5701868802,912.5440100000001
710.66,737.14509,701.4599923081007,26.485090000000014
1470.14,1447.4472199999998,514.9622641284142,22.69278000000031
1582.54,2307.65907,525797.6656776652,725.1190700000002
1282.77,585.1198099999999,486715.7876070362,697.6501900000001
2227.59,2170.55417,3253.0859037889295,57.03583000000026
447.12,660.37227,45476.53066015288,213.25226999999995
1530.04,2367.99878,702174.9169790883,837.9587799999999
1984.3,2464.4497199999996,230543.7536160781,480.14971999999966
3940.9,2597.3127799999997,1805226.6177473294,1343.5872200000003
3154.06,2927.4234300000003,51364.13486136475,226.63656999999967
3806.14,3639.50076,27768.63630777759,166.63923999999997
1237.54,1490.90196,64192.282775041574,253.36195999999995
1727.67,1999.80468,74057.28405870234,272.1346799999999
2628.78,2232.48591,157049.00576892836,396.2940900000003
2052.42,2256.77843,41762.36791206481,204.35842999999977
3093.06,2887.50074,42254.609371747596,205.55926
2042.86,1954.75791,7761.978262368076,88.10208999999986
1192.03,1211.6002799999999,382.99585927839655,19.57027999999991
1744.33,1433.14039,96838.97337195204,311.1896099999999
1592.07,1607.16709,227.9221264680994,15.09708999999998
2881.34,2933.7091600000003,2742.5289191056204,52.36916000000019
2488.23,3119.9988,399131.8166534398,631.7687999999998
1409.77,950.91894,210544.29526312355,458.85105999999996
2471.63,3106.31937,402830.59639099694,634.68937
1368.12,1853.90031,235982.5095836962,485.7803100000001
756.4,1420.9491199999998,441625.5328927741,664.5491199999998
1938.34,1771.38364,27874.426144449568,166.9563599999999
919.96,367.46283,305253.122858009,552.4971700000001
3381.1,2455.54638,856649.5034951038,925.5536199999997
1133.28,441.65751,478341.6686738001,691.62249
2765.69,2257.5675199999996,258188.45468135085,508.12248000000045
1532.35,1541.24835,79.18063272250292,8.898350000000164
1535.15,2262.97101,529723.4225974203,727.8210100000001
876.49,945.26061,4729.396799772105,68.77061000000003
1442.4,1525.45336,6897.860607289581,83.05335999999988
2482.42,2862.6663399999998,144587.27908339538,380.2463399999997
